Energy,X,Y,Z,Normal_X,Normal_Y,Normal_Z,Wavelength,Flux
1.000000,0.912731,0.048771,-0.154098,0.289670,0.000013,0.957127,550.000000,232.426256
1.000000,0.949360,0.026455,-0.165386,0.299352,0.000014,0.954143,550.000000,222.344503
1.000000,0.139168,0.001343,-0.005358,0.085178,-0.000012,0.996366,550.000000,433.223289
1.000000,0.422092,0.031671,-0.040628,0.159974,-0.000003,0.987121,550.000000,362.385822
1.000000,0.980585,0.087908,-0.175332,0.307608,0.000015,0.951513,550.000000,213.704418
1.000000,0.735961,0.072560,-0.105244,0.242944,0.000007,0.970040,550.000000,280.323305
1.000000,0.122118,0.065355,-0.004239,0.080680,-0.000012,0.996740,550.000000,437.390764
1.000000,0.044581,0.060729,0.001236,0.060183,-0.000015,0.998187,550.000000,456.248199
1.000000,0.728102,0.035204,-0.103284,0.240865,0.000007,0.970559,550.000000,282.425377
1.000000,0.292231,0.017844,-0.021888,0.125646,-0.000007,0.992075,550.000000,395.260010
1.000000,0.745543,0.021028,-0.107656,0.245475,0.000008,0.969403,550.000000,277.760416
1.000000,0.166491,0.091769,-0.008094,0.092410,-0.000011,0.995721,550.000000,426.500983
1.000000,0.042605,0.016771,0.001354,0.059660,-0.000015,0.998219,550.000000,456.727078
1.000000,0.308356,0.072843,-0.023965,0.129910,-0.000006,0.991526,550.000000,391.210106
1.000000,0.797537,0.061512,-0.121216,0.259220,0.000009,0.965818,550.000000,263.780009
1.000000,0.971355,0.012832,-0.172360,0.305166,0.000015,0.952299,550.000000,216.264527
1.000000,0.579396,0.065648,-0.069546,0.201557,0.000002,0.979477,550.000000,321.725211
1.000000,0.584995,0.036235,-0.070702,0.203036,0.000003,0.979171,550.000000,320.261773
1.000000,0.622695,0.048475,-0.078721,0.213002,0.000004,0.977052,550.000000,310.369881
1.000000,0.227263,0.091385,-0.014229,0.108474,-0.000009,0.994099,550.000000,411.472477
1.000000,0.516383,0.063001,-0.057136,0.184900,0.000000,0.982757,550.000000,338.124105
1.000000,0.311404,0.062242,-0.024365,0.130716,-0.000006,0.991420,550.000000,390.443996
1.000000,0.464761,0.070274,-0.047794,0.171254,-0.000001,0.985227,550.000000,351.447205
1.000000,0.227940,0.088566,-0.014303,0.108653,-0.000009,0.994080,550.000000,411.304401
1.000000,0.530545,0.028383,-0.059828,0.188642,0.000001,0.982046,550.000000,334.452553
1.000000,0.119738,0.029208,-0.004048,0.080049,-0.000012,0.996791,550.000000,437.973795
1.000000,0.879367,0.055024,-0.144168,0.280851,0.000012,0.959751,550.000000,241.561915
1.000000,0.208486,0.092783,-0.012227,0.103511,-0.000009,0.994628,550.000000,416.130066
1.000000,0.315255,0.063021,-0.024875,0.131733,-0.000006,0.991285,550.000000,389.475369
1.000000,0.675930,0.052731,-0.090729,0.227074,0.000006,0.973877,550.000000,296.309995
1.000000,0.049451,0.089797,0.000939,0.061472,-0.000014,0.998109,550.000000,455.069176
1.000000,0.645080,0.048117,-0.083671,0.218919,0.000005,0.975743,550.000000,304.471289
1.000000,0.466955,0.027985,-0.048176,0.171833,-0.000001,0.985126,550.000000,350.884301
1.000000,0.475611,0.053051,-0.049696,0.174122,-0.000001,0.984724,550.000000,348.655781
1.000000,0.000335,0.065363,0.000581,0.048527,-0.000016,0.998822,550.000000,466.876297
1.000000,0.482034,0.000451,-0.050886,0.175820,-0.000001,0.984422,550.000000,347.000064
