0.496894,0.006358,-0.398939,671.894725
0.975879,0.026641,-0.980735,613.861850
0.365539,0.041388,-0.249281,683.594393
0.276812,0.099766,-0.157668,720.884956
0.416570,0.101548,-0.306980,673.221793
0.893518,0.090387,-0.874706,635.300733
0.319333,0.050376,-0.199059,702.905022
0.400832,0.084662,-0.288624,678.246831
0.684536,0.045291,-0.618202,653.601945
0.163893,0.076777,-0.057977,823.347172
0.616930,0.039447,-0.537804,659.259809
0.392750,0.011416,-0.280792,680.462727
0.511931,0.068456,-0.415082,670.663679
0.056222,0.100958,-0.009346,988.130771
0.878455,0.016139,-0.857054,638.309554
0.614468,0.027226,-0.535310,661.403260
0.245261,0.041592,-0.125874,746.586302
0.562505,0.035223,-0.474009,663.800049
0.079255,0.070596,-0.014563,970.771537
0.212743,0.092863,-0.098882,756.938046
0.062834,0.005466,-0.013212,990.219511
0.563939,0.061120,-0.475535,664.341099
0.302220,0.001134,-0.183420,719.833606
0.430368,0.056848,-0.322098,675.605338
0.185897,0.000853,-0.078118,801.466537
0.196102,0.083672,-0.083280,787.537790
0.398006,-0.000982,-0.286516,680.721562
0.876278,0.055221,-0.853244,638.349803
0.635999,0.099723,-0.560451,653.495727
0.460822,-0.000111,-0.357450,672.713244
0.831677,0.009995,-0.798729,641.494217
0.355599,0.001452,-0.239691,690.596299
0.059689,0.047565,-0.008114,998.289476
0.400325,0.037539,-0.288261,677.705583
0.210049,0.039209,-0.094228,767.568842
0.465854,-0.001191,-0.363175,671.285017
0.367095,-0.001588,-0.252242,687.103864
1.000239,0.009388,-1.011937,674.710939
0.852254,0.014753,-0.824221,640.008870
0.232829,0.094660,-0.116845,763.412357
0.573371,0.043317,-0.486623,662.769678
0.824191,-0.001213,-0.789042,630.651007
0.392064,0.021620,-0.279622,678.863306
0.422147,0.004550,-0.313819,677.952944
0.404855,0.005696,-0.294363,677.163872
0.444496,0.010158,-0.339177,675.174296
0.825270,0.022988,-0.790463,641.933569
-0.001414,0.071738,0.000000,933.075797
0.810907,0.026657,-0.772566,642.543099
0.494188,0.076272,-0.394634,671.181330
-0.000786,0.025862,0.000000,946.986991
0.577792,0.048914,-0.491790,662.858160
0.756193,0.084668,-0.704481,649.097637
0.514842,0.025834,-0.419013,666.554986
0.693253,0.032742,-0.628911,653.555868
0.544855,0.030827,-0.453570,666.159582
0.642622,0.099614,-0.568313,654.393684
0.359331,0.052070,-0.242371,684.497736
0.571041,0.041680,-0.483905,663.161812
0.660664,0.097283,-0.589871,655.932711
0.119780,0.089689,-0.032686,894.940287
0.636043,0.066389,-0.560299,659.340498
0.932692,0.018178,-0.925304,632.365774
0.566556,0.053689,-0.478639,663.879771
0.401940,0.067145,-0.289996,678.499542
0.679369,0.022175,-0.612703,656.539623
0.192163,0.089363,-0.080711,789.666792
0.361215,0.078043,-0.244552,687.452960
0.183254,0.055513,-0.071406,794.677902
0.618424,0.099283,-0.539649,656.619812
0.788163,0.008561,-0.744972,648.260403
0.474077,0.056773,-0.371777,671.139802
0.520196,0.030080,-0.425088,666.724304
0.048823,0.020785,-0.008047,988.588845
0.013366,0.072200,-0.000386,982.335126
0.020476,0.057929,-0.000696,990.753953
0.666414,0.036373,-0.596740,657.204280
0.439210,0.071587,-0.332006,676.454606
0.930203,0.005384,-0.921867,628.853630
0.183756,0.019313,-0.073923,797.604873
0.898749,0.019971,-0.882271,635.847493
0.823871,0.079105,-0.787733,642.555255
0.862371,0.019559,-0.836769,634.708500
0.789145,-0.000087,-0.745800,642.812961
0.567040,-0.001427,-0.479768,659.524618
0.001917,0.041734,0.000000,954.175209
0.417866,0.088371,-0.307822,679.338403
0.776558,0.077068,-0.729397,646.647342
0.912550,0.100804,-0.899143,631.652082
