iteration,ux_cum,uy_cum,uz_cum,u_mag_cum,tip_def_x,tip_def_y,tip_def_z,tip_label,t_max_K,t_min_K
1,-0.013482,0.000021,-0.144713,0.145340,0.986518,0.100021,-0.144713,1111,4.37,4.37
2,-0.044217,0.000031,-0.260285,0.264014,0.955785,0.100022,-0.260272,11,4.73,4.54
